LMED,FMR,IPOV,BEDRMS,BUILT,STATUS,TYPE,VALUE,VACANCY,TENURE,NUNITS,ROOMS,WEIGHT,PER,ZINC2,ZADEQ,ZSMHC,STRUCTURETYPE,OWNRENT,TOTSAL,ASSISTED,GLMED,GL30,GL50,GL80,APLMED,ABL30,ABL50,ABL80,ABLMED,BURDEN,INCRELAMIPCT,INCRELAMICAT,INCRELPOVPCT,INCRELPOVCAT,INCRELFMRPCT,INCRELFMRCAT,COSTMedRELAMIPCT,COSTMedRELAMICAT,COSTMedRELPOVPCT,COSTMedRELPOVCAT,COSTMedRELFMRPCT,COSTMedRELFMRCAT,FMTZADEQ,FMTMETRO3,FMTBUILT,FMTSTRUCTURETYPE,FMTBEDRMS,FMTOWNRENT,FMTCOSTMEDRELPOVCAT,FMTINCRELPOVCAT,FMTCOSTMEDRELFMRCAT,FMTINCRELFMRCAT,FMTCOSTMEDRELAMICAT,FMTINCRELAMICAT,FMTASSISTED,FMTBURDEN,FMTREGION,FMTSTATUS
63400,741,11057,2,1980,'1',1,150000,-6,'1',60,5,2034.206102,1,24800,'1',397,5,'1',0,-9,63400,13300,22200,35500,44380,17100,28542.85714,45642.85714,57060,0.192096774,55.88102749,3,224.2923035,4,83.67071525,2,69.61270019,4,359.2385523,4,134.0114937,3,'1 Adequate','-5','1980-1989','5 50+ units','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','2 50.1 - 100% FMR','4 60 - 80% AMI','3 50 - 60% AMI','.','1 Less than 30%','-5','-5'
107300,1412,18622,2,1980,'1',4,-6,-6,'2',14,4,2289.356152,3,162974,'1',1537,3,'2',163000,0,107300,29000,48300,60100,96570,29000,48300,60100,96570,0.113171426,168.7625557,7,875.1691548,4,288.5516997,3,63.66366366,5,330.1471378,4,108.8526912,3,'1 Adequate','-5','1980-1989','3 5-19 units','2 2BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','5 80 - 100% AMI','7 120% AMI +','0 Not Assisted','1 Less than 30%','-5','-5'
95354,1881,23462,3,1980,'1',1,550000,-6,'1',1,6,1566.253509,4,174974,'1',3183,1,'1',175000,-9,95354,30069,50135,69760,95354,31271.76,52140.4,72550.4,99168.16,0.21829529,183.4993813,7,745.7761487,4,232.5544923,3,157.4534521,7,665.5173956,4,207.5275005,3,'1 Adequate','-5','1980-1989','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
95354,1881,50154,3,1980,'1',1,450000,-6,'1',1,6,1557.605096,9,46047,'1',5693,1,'1',36000,-9,95354,39693,66202,92114,133495.6,29486.22857,49178.62857,68427.54286,99168.16,1.483614568,34.49327169,2,91.81122144,1,61.20015949,2,129.5473132,7,256.1504304,4,170.7465269,3,'1 Adequate','-5','1980-1989','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','1 LTE Poverty','3 GT FMR','2 50.1 - 100% FMR','7 120% AMI +','2 30 - 50% AMI','.','3 50% or More','-5','-5'
70724,1294,15470,2,2007,'1',1,650000,-6,'1',1,4,2336.108261,2,192974,'1',4856,1,'1',193000,-9,70724,18866,31413,49608,56579.2,21224.25,35339.625,55809,63651.6,0.301968141,341.0688027,7,1247.407886,4,372.824575,3,250.5268721,7,1030.797431,4,308.0841625,3,'1 Adequate','-5','2000-2009','1 Single Family','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','.','2 30% to 50%','West','-5'
62300,684,12036,1,1985,'1',1,-6,-6,'2',30,3,1473.679821,1,41100,'1',834,4,'2',35000,0,62300,13450,22350,35750,43610,14410.71429,23946.42857,38303.57143,46725,0.24350365,94.24443935,5,341.4755733,4,150.2192983,3,71.3964687,4,277.1684945,4,121.9298246,3,'1 Adequate','Central City','1980-1989','4 20-49 units','1 1BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','4 60 - 80% AMI','5 80 - 100% AMI','0 Not Assisted','1 Less than 30%','-5','-5'
57596,991,18070,4,2009,'1',1,120000,-6,'1',1,9,614.9053305,3,152487,'1',1428,1,'1',7000,-9,57596,16254,27067,43304,51836.4,20949.6,34886.35556,55814.04444,66811.36,0.112376793,294.169734,7,843.86829,4,384.6796166,3,56.89472377,3,210.3604799,4,95.89338728,2,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','3 GT FMR','3 50 - 60% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
63221,725,12005,2,1985,'1',1,40000,-6,'1',1,4,2982.081486,1,81250,'1',344,1,'1',80000,-9,63221,13338,22199,35501,44254.7,17148.85714,28541.57143,45644.14286,56898.9,0.050806154,183.5963186,7,676.8013328,4,280.1724138,3,27.63310913,1,130.9698886,2,54.21701768,2,'1 Adequate','-5','1980-1989','1 Single Family','2 2BR','1 Owner','2 100-150% Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','3 GT FMR','1 LTE 30% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
54946,1365,30868,3,1980,'1',1,-6,-6,'2',1,5,2030.658056,6,23974,'1',456,1,'2',24000,1,54946,23108,38447,61518,63737.36,20717.51724,34469.72414,55154.06897,57143.84,0.228247268,37.61373235,2,77.66619153,1,43.90842491,1,31.91945099,1,59.09032007,1,33.40659341,1,'1 Adequate','Central City','1980-1989','1 Single Family','3 3BR','2 Renter','1 LTE Poverty','1 LTE Poverty','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 30% AMI','2 30 - 50% AMI','1 Assisted','1 Less than 30%','West','-5'
67676,1701,11096,3,1980,'1',1,130000,-6,'1',1,5,2311.010024,1,24660,'1',242,1,'1',0,-9,67676,15810,26347,41578,47373.2,23489.14286,39144.11429,61773.02857,70383.04,0.117761557,52.05474825,2,222.2422495,4,36.24338624,1,52.32255645,2,331.8872191,4,54.1243472,2,'1 Adequate','-5','1980-1989','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','1 LTE 50% FMR','2 30 - 50% AMI','2 30 - 50% AMI','.','1 Less than 30%','West','-5'
54946,1365,29153,3,1990,'1',1,-6,-6,'2',1,5,2704.067411,5,54987,'1',1034,1,'2',697,0,54946,21504,35791,57295,59341.68,20707.55556,34465.40741,55172.96296,57143.84,0.225653336,92.661684,4,188.6152369,3,100.7087912,3,72.37875509,4,141.8721915,2,75.75091575,2,'1 Adequate','Central City','1990-1999','1 Single Family','3 3BR','2 Renter','2 100-150% Poverty','3 150-200% Poverty','2 50.1 - 100% FMR','3 GT FMR','4 60 - 80% AMI','4 60 - 80% AMI','0 Not Assisted','1 Less than 30%','West','-5'
90900,1450,18070,2,1985,'1',1,80000,-6,'1',24,4,1093.506015,3,25974,'1',1708,4,'1',13000,-9,90900,24550,40950,60450,81810,24550,40950,60450,81810,0.789096789,31.74917492,2,143.7410072,2,44.78275862,1,30.59838274,2,138.5309182,2,43.15954642,1,'1 Adequate','-5','1980-1989','4 20-49 units','2 2BR','1 Owner','2 100-150% Poverty','2 100-150% Poverty','1 LTE 50% FMR','1 LTE 50% FMR','2 30 - 50% AMI','2 30 - 50% AMI','.','3 50% or More','-5','-5'
56613,701,12005,1,1985,'1',1,-6,-6,'2',16,3,2969.055873,1,39360,'1',2653,3,'2',36000,0,56613,12190,20301,32462,39629.1,13060.71429,21751.07143,34780.71429,42459.75,0.808841463,99.32095354,5,327.8633903,4,140.3708987,3,249.9308168,7,883.9650146,4,378.4593438,3,'1 Adequate','Central City','1980-1989','3 5-19 units','1 1BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','7 120% AMI +','5 80 - 100% AMI','0 Not Assisted','3 50% or More','-5','-5'
56545,752,18050,2,2004,'1',1,90000,-6,'1',4,4,3375.50901,3,31961,'1',952,2,'1',32000,-9,56545,16040,26731,42691,50890.5,16040,26731,42691,50890.5,0.357435625,62.8034702,3,177.0692521,3,106.2533245,3,65.46723659,4,184.5795238,3,110.7599868,3,'1 Adequate','-5','2000-2009','2 2-4 units','2 2BR','1 Owner','3 150-200% Poverty','3 150-200% Poverty','3 GT FMR','3 GT FMR','4 60 - 80% AMI','3 50 - 60% AMI','.','2 30% to 50%','West','-5'
56545,752,15492,2,2005,'1',1,-6,-6,'2',4,4,2659.938015,2,13974,'1',517,2,'2',14000,0,56545,14257,23765,37949,45236,16039.125,26735.625,42692.625,50890.5,0.443967368,30.89132549,1,90.20139427,1,46.45611702,1,40.63626807,2,133.488252,2,68.75,2,'1 Adequate','-5','2000-2009','2 2-4 units','2 2BR','2 Renter','2 100-150% Poverty','1 LTE Poverty','2 50.1 - 100% FMR','1 LTE 50% FMR','2 30 - 50% AMI','1 LTE 30% AMI','0 Not Assisted','2 30% to 50%','West','-5'
59156,1102,23401,3,2008,'1',1,80000,-6,'1',1,7,2386.639472,4,59974,'1',3687,1,'1',10000,-9,59156,18221,30383,48592,59156,18949.84,31598.32,50535.68,61522.24,0.737719679,101.3827845,6,256.2881928,4,136.0571688,3,43.9827997,2,115.6326806,2,61.38657802,2,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','2 100-150% Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','3 GT FMR','2 30 - 50% AMI','6 100 - 120% AMI','.','3 50% or More','West','-5'
52006,634,18595,2,2004,'1',1,-6,-6,'2',2,4,2120.230225,3,21193,'1',686,2,'2',21219,0,52006,14642,24373,38993,46805.4,14642,24373,38993,46805.4,0.388430142,45.27896354,2,113.9714977,2,83.56861199,2,58.62571413,3,147.5665502,2,108.2018927,3,'1 Adequate','-5','2000-2009','2 2-4 units','2 2BR','2 Renter','2 100-150% Poverty','2 100-150% Poverty','3 GT FMR','2 50.1 - 100% FMR','3 50 - 60% AMI','2 30 - 50% AMI','0 Not Assisted','2 30% to 50%','-5','-5'
62258,973,12019,3,1985,'1',1,260000,-6,'1',1,5,3345.733742,1,37987,'1',478,1,'1',38000,-9,62258,13206,22001,35178,43580.6,19620.34286,32687.2,52264.45714,64748.32,0.150999026,87.16493119,5,316.0579083,4,97.60277492,2,107.414491,6,578.659442,4,178.6975291,3,'1 Adequate','-5','1980-1989','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','2 50.1 - 100% FMR','6 100 - 120% AMI','5 80 - 100% AMI','.','1 Less than 30%','-5','-5'
93795,1876,18622,3,1985,'1',1,400000,-6,'1',1,7,893.4841955,3,94037,'1',1667,1,'1',27000,-9,93795,25342,42249,59092,84415.5,29284.08889,48821.06667,68284.08889,97546.8,0.212724779,111.3977883,6,504.977983,4,125.3158316,3,114.0915792,6,597.6408797,4,148.3111469,3,'1 Adequate','-5','1980-1989','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','6 100 - 120% AMI','6 100 - 120% AMI','.','1 Less than 30%','-5','-5'
69100,1198,27654,3,2001,'1',1,220000,-6,'1',1,8,3284.167223,5,345917,'1',1125,1,'1',345943,-9,69100,22650,37700,60350,74628,21811.11111,36303.7037,58114.81482,71864,0.039026703,463.5217345,7,1250.875099,4,721.8635225,3,85.27145238,5,221.5935363,4,127.8787073,3,'1 Adequate','Central City','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','5 80 - 100% AMI','7 120% AMI +','.','1 Less than 30%','West','-5'
69100,813,12036,2,2004,'1',1,-6,-6,'2',12,4,1997.638001,1,14000,'1',1083,3,'2',10000,0,69100,14700,24450,39100,48370,18900,31435.71429,50271.42857,62190,0.928285714,28.94356006,1,116.3177135,2,43.0504305,1,69.65750121,4,359.9202393,4,133.2103321,3,'1 Adequate','Central City','2000-2009','3 5-19 units','2 2BR','2 Renter','4 200%+ Poverty','2 100-150% Poverty','3 GT FMR','1 LTE 50% FMR','4 60 - 80% AMI','1 LTE 30% AMI','0 Not Assisted','3 50% or More','West','-5'
69100,1198,18574,3,2007,'1',1,270000,-6,'1',1,6,2666.938666,3,164987,'1',604,1,'1',150000,-9,69100,18900,31450,50300,62190,21840,36342.22222,58124.44444,71864,0.043930734,265.2950635,7,888.2685474,4,344.2967446,3,113.1996718,6,437.9768069,4,169.7617114,3,'1 Adequate','Central City','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','6 100 - 120% AMI','7 120% AMI +','.','1 Less than 30%','West','-5'
59156,1102,13984,3,1990,'1',3,60000,-6,'1',1,6,3646.95333,2,28787,'1',743,6,'1',0,-9,59156,14594,24335,38888,47324.8,18972.2,31635.5,50554.4,61522.24,0.309723139,60.82857191,3,205.8566934,4,65.30626134,2,36.06999576,2,158.6889971,3,50.34271633,2,'1 Adequate','-5','1990-1999','6 Mobile Home','3 3BR','1 Owner','3 150-200% Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 30 - 50% AMI','3 50 - 60% AMI','.','2 30% to 50%','West','-5'
55846,706,15452,2,1985,'1',1,250000,-6,'1',1,6,2217.305358,2,54974,'1',822,1,'1',55000,-9,55846,13750,22897,36614,44676.8,15468.75,25759.125,41190.75,50261.4,0.179430276,123.048204,7,355.7727155,4,194.6671388,3,128.2926418,7,417.3031186,4,228.3345534,3,'1 Adequate','-5','1980-1989','1 Single Family','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
63226,1281,15946,3,1985,'1',1,300000,-6,'1',1,5,2836.747889,2,200,'1',2219,1,'1',0,-9,63226,15542,25900,41398,50580.8,20204.6,33670,53817.4,65755.04,133.14,0.395406953,1,1.254233037,1,0.390320063,1,120.8962032,7,498.528451,4,155.1431436,3,'1 Adequate','Central City','1980-1989','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','1 LTE Poverty','3 GT FMR','1 LTE 50% FMR','7 120% AMI +','1 LTE 30% AMI','.','3 50% or More','West','-5'
69500,975,12019,2,1980,'1',1,80000,-6,'1',6,4,1942.744,1,49987,'1',1367,3,'1',50000,-9,69500,14850,24740,39151,48650,19092.85714,31808.57143,50337,62550,0.328165323,102.7482014,6,415.8998253,4,128.1717949,3,58.50125807,3,304.4557528,4,93.82701775,2,'1 Adequate','-5','1980-1989','3 5-19 units','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','3 GT FMR','3 50 - 60% AMI','6 100 - 120% AMI','.','2 30% to 50%','West','-5'
77954,1014,12019,2,1985,'1',1,-6,-6,'2',8,5,1524.696092,1,59987,'1',1156,3,'2',60000,0,77954,16434,27384,40379,54567.8,21129.42857,35208,51915.85714,70158.6,0.231250104,109.9311316,6,499.1014228,4,147.8969428,3,65.90781458,4,384.7241867,4,114.0039448,3,'1 Adequate','-5','1980-1989','3 5-19 units','2 2BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','4 60 - 80% AMI','6 100 - 120% AMI','0 Not Assisted','1 Less than 30%','-5','-5'
62900,1113,18595,3,2006,'1',1,180000,-6,'1',1,5,2523.14009,3,42900,'1',1388,1,'1',0,-9,62900,17000,28350,45300,56610,19644.44444,32760,52346.66667,65416,0.388251748,75.78166402,4,230.7071794,4,96.36118598,2,82.04905234,5,288.6432271,4,120.5597666,3,'1 Adequate','Central City','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','2 50.1 - 100% FMR','5 80 - 100% AMI','4 60 - 80% AMI','.','2 30% to 50%','West','-5'
62258,973,23381,3,1990,'1',1,180000,-6,'1',1,8,4037.173087,4,35187,'1',1346,1,'1',35000,-9,62258,18838,31400,50220,62258,19591.52,32656,52228.8,64748.32,0.459033166,56.51803784,3,150.4939909,3,90.40853032,2,85.64939046,5,237.1863539,4,142.4885442,3,'1 Adequate','-5','1990-1999','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','3 150-200% Poverty','3 GT FMR','2 50.1 - 100% FMR','5 80 - 100% AMI','3 50 - 60% AMI','.','2 30% to 50%','-5','-5'
50723,907,18574,3,2008,'1',1,160000,-6,'1',1,5,1608.142447,3,47974,'1',973,1,'1',48000,-9,50723,14250,23736,37971,45650.7,16466.66667,27428.26667,43877.6,52751.92,0.243381832,105.0892976,6,258.2857758,4,132.2326351,3,90.52133176,5,257.0891597,4,131.6200124,3,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','5 80 - 100% AMI','6 100 - 120% AMI','.','1 Less than 30%','-5','-5'
50723,683,12071,2,1985,'1',1,-6,-6,'2',2,4,2069.784397,1,-13,'2',822,2,'2',0,0,50723,11092,18470,29536,35506.1,14261.14286,23747.14286,37974.85714,45650.7,-1,-0.036613427,1,-0.107696131,1,-0.047584187,1,72.02518253,4,272.3883688,4,120.3513909,3,'2 Moderately Inadequ','-5','1980-1989','2 2-4 units','2 2BR','2 Renter','4 200%+ Poverty','1 LTE Poverty','3 GT FMR','1 LTE 50% FMR','4 60 - 80% AMI','1 LTE 30% AMI','0 Not Assisted','4 No Income','-5','-5'
68658,974,11096,2,1985,'1',1,-6,-6,'2',1,5,2963.967435,1,540,'1',258,1,'2',0,0,68658,14682,24473,38634,48060.6,18876.85714,31465.28571,49672.28571,61792.2,5.733333333,1.123581478,1,4.866618601,1,1.386036961,1,16.70113704,1,93.00648883,1,26.48870637,1,'1 Adequate','-5','1980-1989','1 Single Family','2 2BR','2 Renter','1 LTE Poverty','1 LTE Poverty','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 30% AMI','1 LTE 30% AMI','0 Not Assisted','3 50% or More','West','-5'
63226,1531,30868,4,1990,'1',1,-6,-6,'2',1,8,2759.286703,6,53400,'1',1426,1,'2',0,0,63226,22530,37547,60033,73342.16,22530,37547,60033,73342.16,0.320449438,72.80941821,4,172.9946871,3,87.19790986,2,77.77245721,4,184.7868343,3,93.14173743,2,'1 Adequate','Central City','1990-1999','1 Single Family','4 4BR+','2 Renter','3 150-200% Poverty','3 150-200% Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','4 60 - 80% AMI','4 60 - 80% AMI','0 Not Assisted','2 30% to 50%','West','-5'
61292,1073,23462,4,2004,'1',1,250000,-6,'1',1,8,2326.510543,4,91987,'1',2138,1,'1',42000,-9,61292,18506,30839,49328,61292,21466.96,35773.24,57220.48,71098.72,0.278908976,150.0799452,7,392.0680249,4,214.3219944,3,104.6033992,6,316.9878011,4,173.2797714,3,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','6 100 - 120% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
61292,1094,15492,5,2004,'1',1,150000,-6,'1',1,9,1163.255271,2,65974,'1',1237,1,'1',66000,-9,61292,14823,24692,39484,49033.6,23716.8,39507.2,63174.4,78453.76,0.224997726,134.5485545,7,425.8585076,4,150.7632541,3,61.209312,4,309.9729327,4,109.7372183,3,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','4 60 - 80% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
56613,1164,23863,3,2005,'1',1,140000,-6,'1',1,7,2051.314432,4,34948,'1',2505,1,'1',35000,-9,56613,17379,28967,46344,56613,18074.16,30125.68,48197.76,58877.52,0.860135058,61.73140445,4,146.4526673,2,75.06013746,2,73.41274952,4,181.1323232,3,92.83420593,2,'1 Adequate','Central City','2000-2009','1 Single Family','3 3BR','1 Owner','3 150-200% Poverty','2 100-150% Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','4 60 - 80% AMI','4 60 - 80% AMI','.','3 50% or More','-5','-5'
60060,1282,23828,3,2006,'1',1,310000,-6,'1',1,8,2108.066966,4,178974,'1',2166,1,'1',93000,-9,60060,18575,30963,49543,60060,19318,32201.52,51524.72,62462.4,0.145227799,297.992008,7,751.1079402,4,349.0132605,3,153.6114749,7,402.6750626,4,187.1088415,3,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
77954,1573,14024,4,2004,'1',1,80000,-6,'1',1,9,1326.93805,2,25980,'1',891,1,'1',0,-9,77954,18787,31288,46138,62363.2,27241.15,45367.6,66900.1,90426.64,0.411547344,41.65918362,2,185.2538505,3,41.29052765,1,32.4563686,2,209.2784055,4,46.64526953,1,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','3 150-200% Poverty','1 LTE 50% FMR','1 LTE 50% FMR','2 30 - 50% AMI','2 30 - 50% AMI','.','2 30% to 50%','-5','-5'
71022,1232,18574,4,2005,'1',1,330000,-6,'1',1,8,1331.302452,3,159974,'1',1936,1,'1',160000,-9,71022,19334,32207,51076,63919.8,24919.37778,41511.24444,65831.28889,82385.52,0.145223599,250.2729984,7,861.2792075,4,324.6225649,3,109.8181025,6,487.1014042,4,183.5921567,3,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','6 100 - 120% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
71022,1091,12005,3,2004,'1',1,310000,-6,'1',1,9,2174.037602,1,314235,'2',2071,1,'1',0,-9,71022,15041,25071,39722,49715.4,22346.62857,37248.34286,59015.54286,73862.88,0.079087307,632.0677295,7,2617.534361,4,720.0618698,3,123.0650821,7,757.1796244,4,208.2937991,3,'2 Moderately Inadequ','-5','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
71022,796,15492,2,2003,'1',1,130000,-6,'1',10,5,2767.488774,2,98187,'1',1507,3,'1',95700,-9,71022,17196,28636,45398,56817.6,19345.5,32215.5,51072.75,63919.8,0.184179168,172.8108896,7,633.7916344,4,308.3762563,3,72.71018657,4,300.0013286,4,145.9679831,3,'1 Adequate','-5','2000-2009','3 5-19 units','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','4 60 - 80% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
71022,625,12019,1,2006,'1',1,-6,-6,'2',1,3,3799.702772,1,21000,'1',970,1,'2',1800,0,71022,15041,25071,39722,49715.4,16115.35714,26861.78571,42559.28571,53266.5,0.554285714,42.24043254,2,174.7233547,3,84,2,72.84127923,4,322.8221982,4,155.2,3,'1 Adequate','-5','2000-2009','1 Single Family','1 1BR','2 Renter','4 200%+ Poverty','3 150-200% Poverty','3 GT FMR','2 50.1 - 100% FMR','4 60 - 80% AMI','2 30 - 50% AMI','0 Not Assisted','3 50% or More','-5','-5'
71022,796,29243,2,2006,'1',1,230000,-6,'1',1,7,3122.803626,5,102387,'1',1741,1,'1',73200,-9,71022,23200,38647,61281,76703.76,19333.33333,32205.83333,51067.5,63919.8,0.204049342,133.483678,7,350.1248162,4,321.5672111,3,108.7355462,6,237.6758324,4,218.290024,3,'1 Adequate','-5','2000-2009','1 Single Family','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','6 100 - 120% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
82300,1529,15470,4,1980,'1',1,150000,-6,'1',1,7,2811.496989,2,32400,'1',1547,1,'1',0,-9,82300,19800,32950,51550,65840,28710,47777.5,74747.5,95468,0.572962963,49.21020656,2,209.4376212,4,52.97580118,2,50.71961991,3,312.9993971,4,79.17103782,2,'1 Adequate','-5','1980-1989','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','3 50 - 60% AMI','2 30 - 50% AMI','.','3 50% or More','-5','-5'
68986,1372,18050,5,2004,'1',1,330000,-6,'1',1,10,3055.357007,3,99474,'1',1928,1,'1',93500,-9,68986,18694,31123,49806,62087.4,26587.02222,44263.82222,70835.2,88302.08,0.232583389,160.2160825,7,551.1024931,4,181.2572886,3,97.46567103,5,476.8100543,4,156.8225489,3,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','5 80 - 100% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
56545,752,15470,2,1985,'1',1,-6,-6,'2',5,4,2603.519175,2,5974,'2',706,3,'2',6000,0,56545,14257,23765,37949,45236,16039.125,26735.625,42692.625,50890.5,1.418145296,13.20629587,1,38.61667744,1,19.86037234,1,55.49169295,3,182.5468649,3,93.88297872,2,'2 Moderately Inadequ','-5','1980-1989','3 5-19 units','2 2BR','2 Renter','3 150-200% Poverty','1 LTE Poverty','2 50.1 - 100% FMR','1 LTE 50% FMR','3 50 - 60% AMI','1 LTE 30% AMI','0 Not Assisted','3 50% or More','West','-5'
50723,1033,18652,4,2006,'1',1,180000,-6,'1',1,6,1856.348265,3,116974,'1',3369,1,'1',97000,-9,50723,14250,23736,37971,45650.7,18366.66667,30593.06667,48940.4,58838.68,0.345615265,256.2370347,7,627.1391808,4,283.0929332,3,105.9731593,6,334.2977058,4,150.9032141,3,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','6 100 - 120% AMI','7 120% AMI +','.','2 30% to 50%','-5','-5'
79659,1438,12019,3,2007,'1',1,230000,-6,'1',1,6,1927.951325,1,49987,'1',648,1,'1',50000,-9,79659,17150,28577,43494,55761.3,25480,42457.25714,64619.65714,82845.36,0.155560446,89.64461015,5,415.8998253,4,86.90368568,2,71.73229374,4,494.4411098,4,103.3151547,3,'1 Adequate','Central City','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','2 50.1 - 100% FMR','4 60 - 80% AMI','5 80 - 100% AMI','.','1 Less than 30%','West','-5'
79659,976,15470,2,1980,'1',1,-6,-6,'2',4,4,3454.562137,2,63974,'1',1109,2,'2',64000,0,79659,19600,32668,49708,63727.2,22050,36751.5,55921.5,71693.1,0.208022009,100.3872758,6,413.5358759,4,163.8678279,3,61.87485267,4,286.7485456,4,113.6270492,3,'1 Adequate','Central City','1980-1989','2 2-4 units','2 2BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','4 60 - 80% AMI','6 100 - 120% AMI','0 Not Assisted','1 Less than 30%','West','-5'
62066,1058,18622,3,2003,'1',1,160000,-6,'1',1,5,719.8148726,3,100974,'1',1414,1,'1',101000,-9,62066,16930,28178,45080,55859.4,19563.55556,32561.24444,52092.44444,64548.64,0.168043259,180.7645625,7,542.2296209,4,238.5964083,3,78.43450641,4,271.8741659,4,119.6323421,3,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','4 60 - 80% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
